Query,Algorithm,Partitioning,Parallelism,Count,Start,End,Copy,Materialization,AlgoStart,WCOJTime-0,WCOJTime-1,WCOJTime-2,WCOJTime-3,WCOJTime-4,WCOJTime-5,WCOJTime-6,WCOJTime-7,WCOJTime-8,WCOJTime-9,WCOJTime-10,WCOJTime-11,WCOJTime-12,WCOJTime-13,WCOJTime-14,WCOJTime-15,WCOJTime-16,WCOJTime-17,WCOJTime-18,WCOJTime-19,WCOJTime-20,WCOJTime-21,WCOJTime-22,WCOJTime-23,WCOJTime-24,WCOJTime-25,WCOJTime-26,WCOJTime-27,WCOJTime-28,WCOJTime-29,WCOJTime-30,WCOJTime-31,WCOJTime-32,WCOJTime-33,WCOJTime-34,WCOJTime-35,WCOJTime-36,WCOJTime-37,WCOJTime-38,WCOJTime-39,WCOJTime-40,WCOJTime-41,WCOJTime-42,WCOJTime-43,WCOJTime-44,WCOJTime-45,WCOJTime-46,WCOJTime-47,WCOJTime-48,WCOJTime-49,WCOJTime-50,WCOJTime-51,WCOJTime-52,WCOJTime-53,WCOJTime-54,WCOJTime-55,WCOJTime-56,WCOJTime-57,WCOJTime-58,WCOJTime-59,WCOJTime-60,WCOJTime-61,WCOJTime-62,WCOJTime-63,Scheduled-0,Scheduled-1,Scheduled-2,Scheduled-3,Scheduled-4,Scheduled-5,Scheduled-6,Scheduled-7,Scheduled-8,Scheduled-9,Scheduled-10,Scheduled-11,Scheduled-12,Scheduled-13,Scheduled-14,Scheduled-15,Scheduled-16,Scheduled-17,Scheduled-18,Scheduled-19,Scheduled-20,Scheduled-21,Scheduled-22,Scheduled-23,Scheduled-24,Scheduled-25,Scheduled-26,Scheduled-27,Scheduled-28,Scheduled-29,Scheduled-30,Scheduled-31,Scheduled-32,Scheduled-33,Scheduled-34,Scheduled-35,Scheduled-36,Scheduled-37,Scheduled-38,Scheduled-39,Scheduled-40,Scheduled-41,Scheduled-42,Scheduled-43,Scheduled-44,Scheduled-45,Scheduled-46,Scheduled-47,Scheduled-48,Scheduled-49,Scheduled-50,Scheduled-51,Scheduled-52,Scheduled-53,Scheduled-54,Scheduled-55,Scheduled-56,Scheduled-57,Scheduled-58,Scheduled-59,Scheduled-60,Scheduled-61,Scheduled-62,Scheduled-63,AlgoEnd-0,AlgoEnd-1,AlgoEnd-2,AlgoEnd-3,AlgoEnd-4,AlgoEnd-5,AlgoEnd-6,AlgoEnd-7,AlgoEnd-8,AlgoEnd-9,AlgoEnd-10,AlgoEnd-11,AlgoEnd-12,AlgoEnd-13,AlgoEnd-14,AlgoEnd-15,AlgoEnd-16,AlgoEnd-17,AlgoEnd-18,AlgoEnd-19,AlgoEnd-20,AlgoEnd-21,AlgoEnd-22,AlgoEnd-23,AlgoEnd-24,AlgoEnd-25,AlgoEnd-26,AlgoEnd-27,AlgoEnd-28,AlgoEnd-29,AlgoEnd-30,AlgoEnd-31,AlgoEnd-32,AlgoEnd-33,AlgoEnd-34,AlgoEnd-35,AlgoEnd-36,AlgoEnd-37,AlgoEnd-38,AlgoEnd-39,AlgoEnd-40,AlgoEnd-41,AlgoEnd-42,AlgoEnd-43,AlgoEnd-44,AlgoEnd-45,AlgoEnd-46,AlgoEnd-47,AlgoEnd-48,AlgoEnd-49,AlgoEnd-50,AlgoEnd-51,AlgoEnd-52,AlgoEnd-53,AlgoEnd-54,AlgoEnd-55,AlgoEnd-56,AlgoEnd-57,AlgoEnd-58,AlgoEnd-59,AlgoEnd-60,AlgoEnd-61,AlgoEnd-62,AlgoEnd-63
# Materialization time (GraphWCOJ):0.30
3-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00004.403.014,1569242054384,1569242054564,0.00,0.00,1569242054430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242054476,1569242054476,1569242054476,1569242054477,1569242054476,1569242054476,1569242054476,1569242054477,1569242054476,1569242054476,1569242054476,1569242054479,1569242054476,1569242054476,1569242054478,1569242054476,1569242054479,1569242054477,1569242054479,1569242054479,1569242054476,1569242054480,1569242054479,1569242054479,1569242054479,1569242054478,1569242054479,1569242054478,1569242054478,1569242054479,1569242054477,1569242054478,1569242054479,1569242054477,1569242054479,1569242054478,1569242054478,1569242054478,1569242054477,1569242054477,1569242054477,1569242054481,1569242054479,1569242054477,1569242054477,1569242054476,1569242054477,1569242054476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054528,1569242054528,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054527,1569242054528,1569242054527,1569242054528,1569242054527,1569242054527,1569242054527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242054892,1569242055228,0.00,0.00,1569242054936,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242054980,1569242054980,1569242054980,1569242054979,1569242054978,1569242054978,1569242054981,1569242054980,1569242054978,1569242054980,1569242054981,1569242054978,1569242054980,1569242054979,1569242054979,1569242054979,1569242054978,1569242054980,1569242054981,1569242054981,1569242054978,1569242054978,1569242054980,1569242054979,1569242054978,1569242054979,1569242054979,1569242054978,1569242054979,1569242054978,1569242054978,1569242054978,1569242054979,1569242054978,1569242054978,1569242054978,1569242054981,1569242054981,1569242054981,1569242054978,1569242054981,1569242054981,1569242054980,1569242054978,1569242054978,1569242054981,1569242054980,1569242054981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242055194,1569242055132,1569242055133,1569242055201,1569242055140,1569242055183,1569242055199,1569242055144,1569242055189,1569242055128,1569242055154,1569242055125,1569242055141,1569242055124,1569242055124,1569242055120,1569242055141,1569242055171,1569242055169,1569242055128,1569242055106,1569242055146,1569242055199,1569242055147,1569242055114,1569242055127,1569242055131,1569242055125,1569242055144,1569242055124,1569242055124,1569242055121,1569242055117,1569242055138,1569242055133,1569242055182,1569242055178,1569242055192,1569242055119,1569242055153,1569242055114,1569242055203,1569242055128,1569242055186,1569242055113,1569242055152,1569242055124,1569242055122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242055518,1569242055872,0.00,0.00,1569242055565,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242055607,1569242055610,1569242055607,1569242055610,1569242055608,1569242055608,1569242055610,1569242055607,1569242055608,1569242055608,1569242055608,1569242055608,1569242055609,1569242055611,1569242055610,1569242055607,1569242055609,1569242055608,1569242055607,1569242055607,1569242055609,1569242055610,1569242055607,1569242055609,1569242055607,1569242055607,1569242055607,1569242055607,1569242055610,1569242055609,1569242055607,1569242055609,1569242055608,1569242055607,1569242055610,1569242055610,1569242055609,1569242055610,1569242055610,1569242055610,1569242055610,1569242055608,1569242055608,1569242055608,1569242055608,1569242055608,1569242055608,1569242055607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242055754,1569242055845,1569242055769,1569242055841,1569242055777,1569242055791,1569242055834,1569242055752,1569242055749,1569242055836,1569242055800,1569242055760,1569242055748,1569242055762,1569242055834,1569242055755,1569242055752,1569242055767,1569242055769,1569242055760,1569242055744,1569242055811,1569242055753,1569242055759,1569242055749,1569242055767,1569242055763,1569242055763,1569242055750,1569242055761,1569242055762,1569242055754,1569242055754,1569242055770,1569242055770,1569242055761,1569242055817,1569242055757,1569242055755,1569242055754,1569242055751,1569242055764,1569242055768,1569242055758,1569242055746,1569242055761,1569242055761,1569242055755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242056174,1569242056527,0.00,0.00,1569242056220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242056265,1569242056268,1569242056268,1569242056265,1569242056265,1569242056268,1569242056265,1569242056267,1569242056267,1569242056268,1569242056267,1569242056268,1569242056267,1569242056267,1569242056266,1569242056267,1569242056267,1569242056267,1569242056266,1569242056268,1569242056267,1569242056264,1569242056266,1569242056266,1569242056265,1569242056266,1569242056265,1569242056265,1569242056266,1569242056265,1569242056266,1569242056264,1569242056265,1569242056265,1569242056266,1569242056264,1569242056265,1569242056265,1569242056265,1569242056265,1569242056267,1569242056265,1569242056266,1569242056265,1569242056266,1569242056265,1569242056264,1569242056265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242056411,1569242056499,1569242056499,1569242056419,1569242056469,1569242056486,1569242056412,1569242056413,1569242056405,1569242056457,1569242056483,1569242056490,1569242056402,1569242056418,1569242056414,1569242056410,1569242056485,1569242056426,1569242056426,1569242056496,1569242056400,1569242056410,1569242056484,1569242056408,1569242056469,1569242056420,1569242056422,1569242056415,1569242056475,1569242056414,1569242056417,1569242056410,1569242056409,1569242056431,1569242056428,1569242056417,1569242056397,1569242056414,1569242056409,1569242056407,1569242056447,1569242056421,1569242056430,1569242056418,1569242056405,1569242056493,1569242056416,1569242056411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242056788,1569242057137,0.00,0.00,1569242056832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242056883,1569242056876,1569242056876,1569242056877,1569242056877,1569242056882,1569242056876,1569242056876,1569242056877,1569242056876,1569242056877,1569242056876,1569242056883,1569242056883,1569242056876,1569242056885,1569242056876,1569242056885,1569242056886,1569242056883,1569242056883,1569242056884,1569242056876,1569242056883,1569242056885,1569242056882,1569242056885,1569242056884,1569242056885,1569242056882,1569242056884,1569242056884,1569242056882,1569242056884,1569242056882,1569242056885,1569242056882,1569242056883,1569242056876,1569242056877,1569242056883,1569242056876,1569242056877,1569242056883,1569242056877,1569242056877,1569242056877,1569242056876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242057022,1569242057039,1569242057036,1569242057030,1569242057041,1569242057024,1569242057023,1569242057021,1569242057093,1569242057099,1569242057100,1569242057104,1569242057017,1569242057083,1569242057032,1569242057101,1569242057021,1569242057111,1569242057059,1569242057034,1569242057085,1569242057027,1569242057023,1569242057024,1569242057020,1569242057036,1569242057036,1569242057031,1569242057091,1569242057044,1569242057071,1569242057026,1569242057078,1569242057042,1569242057039,1569242057032,1569242057019,1569242057025,1569242057021,1569242057059,1569242057024,1569242057033,1569242057034,1569242057032,1569242057030,1569242057029,1569242057057,1569242057025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242057403,1569242057779,0.00,0.00,1569242057449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242057506,1569242057494,1569242057508,1569242057498,1569242057494,1569242057507,1569242057494,1569242057507,1569242057494,1569242057507,1569242057494,1569242057507,1569242057505,1569242057505,1569242057499,1569242057494,1569242057498,1569242057495,1569242057495,1569242057494,1569242057506,1569242057507,1569242057495,1569242057495,1569242057495,1569242057494,1569242057509,1569242057494,1569242057506,1569242057494,1569242057509,1569242057506,1569242057508,1569242057505,1569242057509,1569242057506,1569242057507,1569242057509,1569242057508,1569242057507,1569242057507,1569242057507,1569242057499,1569242057498,1569242057506,1569242057506,1569242057507,1569242057506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242057707,1569242057677,1569242057729,1569242057670,1569242057721,1569242057665,1569242057735,1569242057706,1569242057659,1569242057717,1569242057665,1569242057673,1569242057646,1569242057698,1569242057671,1569242057655,1569242057663,1569242057677,1569242057710,1569242057670,1569242057647,1569242057666,1569242057661,1569242057659,1569242057730,1569242057673,1569242057676,1569242057714,1569242057652,1569242057668,1569242057743,1569242057665,1569242057677,1569242057670,1569242057749,1569242057671,1569242057652,1569242057665,1569242057716,1569242057661,1569242057730,1569242057673,1569242057672,1569242057661,1569242057647,1569242057700,1569242057662,1569242057698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242058187,1569242058631,0.00,0.00,1569242058264,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242058366,1569242058366,1569242058365,1569242058366,1569242058365,1569242058366,1569242058365,1569242058366,1569242058366,1569242058365,1569242058365,1569242058366,1569242058366,1569242058365,1569242058365,1569242058367,1569242058366,1569242058366,1569242058366,1569242058365,1569242058366,1569242058367,1569242058366,1569242058368,1569242058366,1569242058367,1569242058365,1569242058366,1569242058367,1569242058366,1569242058366,1569242058367,1569242058366,1569242058365,1569242058366,1569242058367,1569242058366,1569242058366,1569242058367,1569242058366,1569242058365,1569242058367,1569242058366,1569242058366,1569242058367,1569242058367,1569242058366,1569242058366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242058509,1569242058526,1569242058524,1569242058540,1569242058570,1569242058514,1569242058589,1569242058508,1569242058543,1569242058521,1569242058521,1569242058517,1569242058504,1569242058595,1569242058516,1569242058584,1569242058512,1569242058525,1569242058525,1569242058521,1569242058536,1569242058549,1569242058548,1569242058545,1569242058506,1569242058554,1569242058523,1569242058517,1569242058578,1569242058517,1569242058518,1569242058541,1569242058585,1569242058527,1569242058525,1569242058599,1569242058498,1569242058511,1569242058589,1569242058508,1569242058506,1569242058522,1569242058522,1569242058517,1569242058527,1569242058554,1569242058548,1569242058541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242058934,1569242059296,0.00,0.00,1569242058982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242059041,1569242059039,1569242059039,1569242059042,1569242059039,1569242059041,1569242059039,1569242059042,1569242059041,1569242059041,1569242059041,1569242059039,1569242059041,1569242059041,1569242059041,1569242059041,1569242059041,1569242059043,1569242059041,1569242059041,1569242059044,1569242059043,1569242059042,1569242059041,1569242059040,1569242059040,1569242059041,1569242059040,1569242059040,1569242059041,1569242059043,1569242059040,1569242059043,1569242059043,1569242059042,1569242059040,1569242059043,1569242059043,1569242059043,1569242059041,1569242059043,1569242059042,1569242059042,1569242059042,1569242059043,1569242059043,1569242059043,1569242059043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242059180,1569242059271,1569242059273,1569242059268,1569242059238,1569242059258,1569242059250,1569242059254,1569242059174,1569242059197,1569242059192,1569242059264,1569242059172,1569242059186,1569242059187,1569242059181,1569242059182,1569242059196,1569242059195,1569242059189,1569242059205,1569242059182,1569242059200,1569242059213,1569242059174,1569242059189,1569242059268,1569242059186,1569242059172,1569242059188,1569242059188,1569242059183,1569242059182,1569242059196,1569242059194,1569242059265,1569242059171,1569242059182,1569242059183,1569242059178,1569242059174,1569242059189,1569242059191,1569242059187,1569242059171,1569242059187,1569242059187,1569242059182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242059669,1569242060028,0.00,0.00,1569242059715,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242059760,1569242059760,1569242059760,1569242059764,1569242059771,1569242059760,1569242059760,1569242059760,1569242059771,1569242059766,1569242059764,1569242059766,1569242059766,1569242059763,1569242059769,1569242059765,1569242059766,1569242059760,1569242059767,1569242059766,1569242059771,1569242059768,1569242059767,1569242059769,1569242059768,1569242059767,1569242059766,1569242059770,1569242059766,1569242059766,1569242059767,1569242059769,1569242059766,1569242059764,1569242059763,1569242059771,1569242059768,1569242059769,1569242059776,1569242059768,1569242059766,1569242059765,1569242059763,1569242059768,1569242059771,1569242059770,1569242059766,1569242059767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242059905,1569242059997,1569242059924,1569242059991,1569242059969,1569242059910,1569242059910,1569242059981,1569242059905,1569242059995,1569242059916,1569242059914,1569242059902,1569242059918,1569242059915,1569242059909,1569242059905,1569242059923,1569242059924,1569242059916,1569242059899,1569242059988,1569242059909,1569242059909,1569242059905,1569242059921,1569242059918,1569242059916,1569242059902,1569242059946,1569242059915,1569242059912,1569242059978,1569242059922,1569242059923,1569242059921,1569242059897,1569242059913,1569242059947,1569242059983,1569242059906,1569242059919,1569242059916,1569242059914,1569242059902,1569242059916,1569242059915,1569242059909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242060381,1569242060793,0.00,0.00,1569242060449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242060513,1569242060513,1569242060513,1569242060513,1569242060513,1569242060513,1569242060513,1569242060513,1569242060522,1569242060521,1569242060513,1569242060523,1569242060521,1569242060513,1569242060523,1569242060513,1569242060522,1569242060522,1569242060525,1569242060522,1569242060523,1569242060522,1569242060521,1569242060525,1569242060516,1569242060523,1569242060523,1569242060523,1569242060522,1569242060514,1569242060524,1569242060522,1569242060521,1569242060513,1569242060520,1569242060522,1569242060525,1569242060523,1569242060513,1569242060523,1569242060522,1569242060523,1569242060520,1569242060521,1569242060522,1569242060520,1569242060524,1569242060521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242060738,1569242060676,1569242060756,1569242060670,1569242060650,1569242060664,1569242060689,1569242060690,1569242060667,1569242060681,1569242060675,1569242060680,1569242060662,1569242060672,1569242060678,1569242060666,1569242060685,1569242060686,1569242060720,1569242060684,1569242060662,1569242060675,1569242060673,1569242060676,1569242060666,1569242060683,1569242060682,1569242060681,1569242060663,1569242060672,1569242060679,1569242060676,1569242060671,1569242060677,1569242060686,1569242060681,1569242060661,1569242060677,1569242060741,1569242060672,1569242060741,1569242060682,1569242060709,1569242060679,1569242060665,1569242060675,1569242060678,1569242060673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-clique,GraphWCOJ,Shares(4, 4, 3),48,00004.403.014,1569242061092,1569242061456,0.00,0.00,1569242061149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242061200,1569242061201,1569242061200,1569242061201,1569242061203,1569242061203,1569242061203,1569242061201,1569242061202,1569242061206,1569242061204,1569242061204,1569242061201,1569242061204,1569242061201,1569242061203,1569242061205,1569242061205,1569242061205,1569242061205,1569242061202,1569242061203,1569242061204,1569242061203,1569242061202,1569242061205,1569242061200,1569242061205,1569242061205,1569242061205,1569242061201,1569242061205,1569242061201,1569242061205,1569242061205,1569242061204,1569242061204,1569242061200,1569242061205,1569242061202,1569242061204,1569242061204,1569242061202,1569242061203,1569242061202,1569242061203,1569242061202,1569242061202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242061339,1569242061429,1569242061354,1569242061423,1569242061332,1569242061341,1569242061369,1569242061414,1569242061338,1569242061352,1569242061353,1569242061350,1569242061333,1569242061349,1569242061348,1569242061345,1569242061343,1569242061359,1569242061359,1569242061352,1569242061330,1569242061343,1569242061345,1569242061369,1569242061339,1569242061360,1569242061350,1569242061350,1569242061337,1569242061375,1569242061347,1569242061345,1569242061339,1569242061358,1569242061406,1569242061351,1569242061360,1569242061391,1569242061346,1569242061340,1569242061338,1569242061352,1569242061425,1569242061348,1569242061407,1569242061349,1569242061347,1569242061416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242191264,1569242194734,0.00,0.00,1569242191317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242191366,1569242191365,1569242191366,1569242191363,1569242191363,1569242191367,1569242191363,1569242191365,1569242191367,1569242191365,1569242191365,1569242191363,1569242191367,1569242191366,1569242191367,1569242191364,1569242191365,1569242191364,1569242191366,1569242191363,1569242191364,1569242191363,1569242191366,1569242191364,1569242191364,1569242191363,1569242191363,1569242191366,1569242191363,1569242191364,1569242191363,1569242191364,1569242191363,1569242191364,1569242191363,1569242191363,1569242191364,1569242191364,1569242191365,1569242191363,1569242191365,1569242191365,1569242191365,1569242191364,1569242191364,1569242191364,1569242191364,1569242191364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242194067,1569242194076,1569242193980,1569242194025,1569242194335,1569242193976,1569242194349,1569242194707,1569242194318,1569242193978,1569242194263,1569242194420,1569242194408,1569242194002,1569242193977,1569242194054,1569242193981,1569242193976,1569242194009,1569242194297,1569242194317,1569242194021,1569242194040,1569242193991,1569242194618,1569242194018,1569242193976,1569242193976,1569242194006,1569242193976,1569242193990,1569242194005,1569242193976,1569242193991,1569242193976,1569242194007,1569242193990,1569242194060,1569242194179,1569242194019,1569242194017,1569242194655,1569242193976,1569242194159,1569242194104,1569242193977,1569242194004,1569242194106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242195047,1569242198493,0.00,0.00,1569242195100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242195151,1569242195146,1569242195151,1569242195151,1569242195151,1569242195151,1569242195151,1569242195150,1569242195150,1569242195150,1569242195150,1569242195148,1569242195150,1569242195150,1569242195148,1569242195148,1569242195148,1569242195149,1569242195146,1569242195147,1569242195149,1569242195149,1569242195149,1569242195147,1569242195149,1569242195149,1569242195149,1569242195149,1569242195146,1569242195149,1569242195146,1569242195148,1569242195148,1569242195149,1569242195147,1569242195147,1569242195146,1569242195148,1569242195147,1569242195147,1569242195147,1569242195147,1569242195146,1569242195147,1569242195146,1569242195147,1569242195147,1569242195147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242197991,1569242197776,1569242197753,1569242197748,1569242198069,1569242197783,1569242197823,1569242198089,1569242197846,1569242197927,1569242197741,1569242198098,1569242197740,1569242197772,1569242197786,1569242197746,1569242197756,1569242198467,1569242197835,1569242197760,1569242197744,1569242197826,1569242197787,1569242197744,1569242197870,1569242197740,1569242198075,1569242197786,1569242198415,1569242197741,1569242198119,1569242197775,1569242197771,1569242197920,1569242197774,1569242197800,1569242197740,1569242197744,1569242197758,1569242197740,1569242198415,1569242197742,1569242197861,1569242197793,1569242197740,1569242197740,1569242197942,1569242198182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
