Query,Algorithm,Partitioning,Parallelism,Count,Start,End,Copy,Materialization,AlgoStart,WCOJTime-0,WCOJTime-1,WCOJTime-2,WCOJTime-3,WCOJTime-4,WCOJTime-5,WCOJTime-6,WCOJTime-7,WCOJTime-8,WCOJTime-9,WCOJTime-10,WCOJTime-11,WCOJTime-12,WCOJTime-13,WCOJTime-14,WCOJTime-15,WCOJTime-16,WCOJTime-17,WCOJTime-18,WCOJTime-19,WCOJTime-20,WCOJTime-21,WCOJTime-22,WCOJTime-23,WCOJTime-24,WCOJTime-25,WCOJTime-26,WCOJTime-27,WCOJTime-28,WCOJTime-29,WCOJTime-30,WCOJTime-31,WCOJTime-32,WCOJTime-33,WCOJTime-34,WCOJTime-35,WCOJTime-36,WCOJTime-37,WCOJTime-38,WCOJTime-39,WCOJTime-40,WCOJTime-41,WCOJTime-42,WCOJTime-43,WCOJTime-44,WCOJTime-45,WCOJTime-46,WCOJTime-47,WCOJTime-48,WCOJTime-49,WCOJTime-50,WCOJTime-51,WCOJTime-52,WCOJTime-53,WCOJTime-54,WCOJTime-55,WCOJTime-56,WCOJTime-57,WCOJTime-58,WCOJTime-59,WCOJTime-60,WCOJTime-61,WCOJTime-62,WCOJTime-63,Scheduled-0,Scheduled-1,Scheduled-2,Scheduled-3,Scheduled-4,Scheduled-5,Scheduled-6,Scheduled-7,Scheduled-8,Scheduled-9,Scheduled-10,Scheduled-11,Scheduled-12,Scheduled-13,Scheduled-14,Scheduled-15,Scheduled-16,Scheduled-17,Scheduled-18,Scheduled-19,Scheduled-20,Scheduled-21,Scheduled-22,Scheduled-23,Scheduled-24,Scheduled-25,Scheduled-26,Scheduled-27,Scheduled-28,Scheduled-29,Scheduled-30,Scheduled-31,Scheduled-32,Scheduled-33,Scheduled-34,Scheduled-35,Scheduled-36,Scheduled-37,Scheduled-38,Scheduled-39,Scheduled-40,Scheduled-41,Scheduled-42,Scheduled-43,Scheduled-44,Scheduled-45,Scheduled-46,Scheduled-47,Scheduled-48,Scheduled-49,Scheduled-50,Scheduled-51,Scheduled-52,Scheduled-53,Scheduled-54,Scheduled-55,Scheduled-56,Scheduled-57,Scheduled-58,Scheduled-59,Scheduled-60,Scheduled-61,Scheduled-62,Scheduled-63,AlgoEnd-0,AlgoEnd-1,AlgoEnd-2,AlgoEnd-3,AlgoEnd-4,AlgoEnd-5,AlgoEnd-6,AlgoEnd-7,AlgoEnd-8,AlgoEnd-9,AlgoEnd-10,AlgoEnd-11,AlgoEnd-12,AlgoEnd-13,AlgoEnd-14,AlgoEnd-15,AlgoEnd-16,AlgoEnd-17,AlgoEnd-18,AlgoEnd-19,AlgoEnd-20,AlgoEnd-21,AlgoEnd-22,AlgoEnd-23,AlgoEnd-24,AlgoEnd-25,AlgoEnd-26,AlgoEnd-27,AlgoEnd-28,AlgoEnd-29,AlgoEnd-30,AlgoEnd-31,AlgoEnd-32,AlgoEnd-33,AlgoEnd-34,AlgoEnd-35,AlgoEnd-36,AlgoEnd-37,AlgoEnd-38,AlgoEnd-39,AlgoEnd-40,AlgoEnd-41,AlgoEnd-42,AlgoEnd-43,AlgoEnd-44,AlgoEnd-45,AlgoEnd-46,AlgoEnd-47,AlgoEnd-48,AlgoEnd-49,AlgoEnd-50,AlgoEnd-51,AlgoEnd-52,AlgoEnd-53,AlgoEnd-54,AlgoEnd-55,AlgoEnd-56,AlgoEnd-57,AlgoEnd-58,AlgoEnd-59,AlgoEnd-60,AlgoEnd-61,AlgoEnd-62,AlgoEnd-63
# Materialization time (GraphWCOJ):0.30
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242198783,1569242202220,0.00,0.00,1569242198837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242198880,1569242198880,1569242198881,1569242198880,1569242198880,1569242198883,1569242198881,1569242198881,1569242198881,1569242198880,1569242198884,1569242198881,1569242198880,1569242198880,1569242198880,1569242198883,1569242198884,1569242198882,1569242198882,1569242198882,1569242198882,1569242198882,1569242198882,1569242198882,1569242198882,1569242198883,1569242198882,1569242198882,1569242198882,1569242198882,1569242198882,1569242198881,1569242198882,1569242198881,1569242198881,1569242198881,1569242198881,1569242198882,1569242198881,1569242198882,1569242198882,1569242198881,1569242198881,1569242198880,1569242198881,1569242198881,1569242198882,1569242198881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242201547,1569242201464,1569242201796,1569242201783,1569242201491,1569242201499,1569242201666,1569242201465,1569242201464,1569242201479,1569242201463,1569242201912,1569242201463,1569242201463,1569242201607,1569242201654,1569242202195,1569242201472,1569242202140,1569242201567,1569242201500,1569242201846,1569242201507,1569242201491,1569242201555,1569242201467,1569242201752,1569242201475,1569242201488,1569242201502,1569242201829,1569242201515,1569242201588,1569242201477,1569242201476,1569242201467,1569242201467,1569242201495,1569242201508,1569242201545,1569242201468,1569242201464,1569242201464,1569242201463,1569242202137,1569242201511,1569242201808,1569242201654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242202503,1569242205923,0.00,0.00,1569242202550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242202595,1569242202592,1569242202596,1569242202595,1569242202596,1569242202595,1569242202592,1569242202593,1569242202595,1569242202594,1569242202593,1569242202594,1569242202595,1569242202594,1569242202595,1569242202594,1569242202595,1569242202594,1569242202594,1569242202595,1569242202592,1569242202592,1569242202594,1569242202594,1569242202594,1569242202593,1569242202592,1569242202595,1569242202592,1569242202595,1569242202593,1569242202592,1569242202593,1569242202592,1569242202593,1569242202593,1569242202593,1569242202592,1569242202593,1569242202592,1569242202593,1569242202593,1569242202592,1569242202592,1569242202594,1569242202594,1569242202596,1569242202594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242205172,1569242205303,1569242205365,1569242205185,1569242205842,1569242205172,1569242205371,1569242205213,1569242205214,1569242205173,1569242205896,1569242205174,1569242205173,1569242205178,1569242205172,1569242205176,1569242205221,1569242205173,1569242205174,1569242205494,1569242205541,1569242205185,1569242205205,1569242205622,1569242205516,1569242205201,1569242205257,1569242205172,1569242205214,1569242205190,1569242205177,1569242205202,1569242205277,1569242205200,1569242205379,1569242205309,1569242205219,1569242205266,1569242205511,1569242205173,1569242205549,1569242205195,1569242205209,1569242205845,1569242205258,1569242205205,1569242205534,1569242205173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242206250,1569242209696,0.00,0.00,1569242206301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242206344,1569242206347,1569242206344,1569242206348,1569242206346,1569242206347,1569242206347,1569242206346,1569242206347,1569242206344,1569242206347,1569242206346,1569242206344,1569242206345,1569242206346,1569242206345,1569242206345,1569242206346,1569242206345,1569242206346,1569242206345,1569242206344,1569242206344,1569242206345,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206344,1569242206345,1569242206344,1569242206345,1569242206345,1569242206347,1569242206345,1569242206348,1569242206345,1569242206348,1569242206345,1569242206345,1569242206345,1569242206345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242208944,1569242209073,1569242209142,1569242208972,1569242209040,1569242208969,1569242208977,1569242208944,1569242208944,1569242208945,1569242209289,1569242209391,1569242209266,1569242208944,1569242209029,1569242208989,1569242208988,1569242208944,1569242208950,1569242208948,1569242209310,1569242208948,1569242208987,1569242208977,1569242208975,1569242208970,1569242208947,1569242209284,1569242208944,1569242208956,1569242208966,1569242209326,1569242209610,1569242209048,1569242209619,1569242208987,1569242208944,1569242208959,1569242208944,1569242209287,1569242209083,1569242209671,1569242209144,1569242209030,1569242209130,1569242209004,1569242208948,1569242208983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242209983,1569242213441,0.00,0.00,1569242210029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242210070,1569242210071,1569242210070,1569242210070,1569242210073,1569242210071,1569242210070,1569242210071,1569242210070,1569242210073,1569242210073,1569242210070,1569242210072,1569242210071,1569242210070,1569242210072,1569242210072,1569242210072,1569242210074,1569242210071,1569242210071,1569242210071,1569242210071,1569242210071,1569242210071,1569242210071,1569242210072,1569242210071,1569242210070,1569242210072,1569242210071,1569242210071,1569242210071,1569242210071,1569242210070,1569242210071,1569242210070,1569242210072,1569242210070,1569242210071,1569242210071,1569242210072,1569242210071,1569242210070,1569242210070,1569242210071,1569242210074,1569242210070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242212886,1569242212682,1569242212683,1569242212700,1569242212685,1569242212775,1569242212682,1569242212693,1569242212727,1569242212716,1569242213026,1569242212834,1569242212701,1569242212682,1569242212685,1569242212871,1569242212714,1569242213049,1569242213359,1569242213417,1569242212722,1569242213124,1569242212699,1569242212731,1569242213328,1569242213058,1569242212687,1569242212682,1569242212941,1569242212682,1569242212717,1569242212741,1569242212762,1569242213023,1569242213006,1569242212809,1569242212726,1569242212786,1569242212717,1569242212687,1569242212713,1569242212763,1569242212691,1569242212686,1569242212682,1569242212709,1569242212865,1569242212683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242213749,1569242217214,0.00,0.00,1569242213798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242213842,1569242213841,1569242213843,1569242213844,1569242213842,1569242213844,1569242213842,1569242213842,1569242213841,1569242213843,1569242213842,1569242213842,1569242213842,1569242213841,1569242213841,1569242213841,1569242213843,1569242213842,1569242213843,1569242213842,1569242213842,1569242213842,1569242213841,1569242213841,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213843,1569242213842,1569242213843,1569242213843,1569242213843,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,1569242213842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242216458,1569242216496,1569242216459,1569242216473,1569242217129,1569242216469,1569242216458,1569242216906,1569242216561,1569242216458,1569242216778,1569242216835,1569242216496,1569242216550,1569242216463,1569242216651,1569242216811,1569242216458,1569242216506,1569242216796,1569242216710,1569242216473,1569242216462,1569242216459,1569242216459,1569242216458,1569242216587,1569242216492,1569242216503,1569242216491,1569242216588,1569242216542,1569242216631,1569242216548,1569242216459,1569242216489,1569242217133,1569242216474,1569242216541,1569242216458,1569242216460,1569242216804,1569242216661,1569242216465,1569242216501,1569242217191,1569242216490,1569242216486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242217520,1569242220981,0.00,0.00,1569242217569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242217614,1569242217614,1569242217614,1569242217613,1569242217613,1569242217613,1569242217613,1569242217613,1569242217613,1569242217613,1569242217613,1569242217613,1569242217617,1569242217613,1569242217616,1569242217613,1569242217616,1569242217614,1569242217616,1569242217613,1569242217617,1569242217617,1569242217614,1569242217615,1569242217614,1569242217615,1569242217614,1569242217614,1569242217614,1569242217613,1569242217614,1569242217614,1569242217613,1569242217615,1569242217615,1569242217613,1569242217613,1569242217613,1569242217615,1569242217613,1569242217615,1569242217615,1569242217613,1569242217613,1569242217613,1569242217613,1569242217615,1569242217615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242220263,1569242220234,1569242220231,1569242220334,1569242220231,1569242220652,1569242220957,1569242220257,1569242220233,1569242220593,1569242220515,1569242220552,1569242220248,1569242220263,1569242220913,1569242220471,1569242220248,1569242220231,1569242220617,1569242220235,1569242220889,1569242220247,1569242220278,1569242220438,1569242220276,1569242220231,1569242220312,1569242220235,1569242220277,1569242220231,1569242220677,1569242220231,1569242220267,1569242220320,1569242220438,1569242220339,1569242220235,1569242220277,1569242220232,1569242220239,1569242220349,1569242220274,1569242220231,1569242220264,1569242220361,1569242220428,1569242220263,1569242220580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242221301,1569242224766,0.00,0.00,1569242221348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242221392,1569242221393,1569242221392,1569242221394,1569242221389,1569242221393,1569242221393,1569242221393,1569242221393,1569242221393,1569242221394,1569242221389,1569242221393,1569242221392,1569242221389,1569242221393,1569242221392,1569242221392,1569242221392,1569242221392,1569242221392,1569242221392,1569242221391,1569242221391,1569242221391,1569242221391,1569242221391,1569242221391,1569242221391,1569242221389,1569242221391,1569242221390,1569242221389,1569242221390,1569242221390,1569242221390,1569242221390,1569242221390,1569242221389,1569242221390,1569242221389,1569242221390,1569242221390,1569242221389,1569242221389,1569242221389,1569242221389,1569242221393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242224039,1569242224385,1569242224689,1569242224010,1569242224345,1569242224210,1569242224024,1569242224074,1569242224008,1569242224353,1569242224040,1569242224045,1569242224011,1569242224740,1569242224328,1569242224039,1569242224013,1569242224040,1569242224135,1569242224653,1569242224114,1569242224195,1569242224459,1569242224013,1569242224279,1569242224038,1569242224008,1569242224042,1569242224022,1569242224009,1569242224197,1569242224008,1569242224045,1569242224053,1569242224353,1569242224100,1569242224014,1569242224008,1569242224008,1569242224047,1569242224013,1569242224091,1569242224014,1569242224146,1569242224009,1569242224089,1569242224009,1569242224051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,FirstVariablePartitioningWithWorkstealing,48,00071.813.452,1569242225082,1569242228578,0.00,0.00,1569242225131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242225176,1569242225173,1569242225173,1569242225177,1569242225173,1569242225173,1569242225175,1569242225176,1569242225173,1569242225176,1569242225175,1569242225176,1569242225175,1569242225175,1569242225175,1569242225175,1569242225176,1569242225175,1569242225175,1569242225173,1569242225174,1569242225174,1569242225174,1569242225174,1569242225174,1569242225174,1569242225173,1569242225175,1569242225173,1569242225174,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,1569242225173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242228028,1569242227863,1569242227827,1569242227827,1569242227869,1569242227861,1569242227881,1569242227857,1569242227871,1569242228211,1569242227859,1569242227909,1569242227921,1569242227828,1569242228109,1569242228473,1569242227951,1569242228506,1569242227832,1569242227932,1569242227869,1569242227868,1569242227842,1569242228554,1569242228028,1569242228187,1569242227839,1569242227827,1569242228165,1569242227972,1569242227827,1569242228167,1569242227840,1569242227831,1569242227904,1569242228272,1569242227828,1569242227855,1569242227827,1569242228012,1569242227849,1569242227831,1569242227830,1569242227827,1569242228152,1569242227871,1569242227827,1569242227830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,Shares(3, 2, 2, 2, 2),48,00071.813.452,1569242229331,1569242236894,0.00,0.00,1569242229376,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242229417,1569242229419,1569242229419,1569242229420,1569242229419,1569242229419,1569242229419,1569242229419,1569242229419,1569242229420,1569242229418,1569242229418,1569242229419,1569242229419,1569242229419,1569242229419,1569242229419,1569242229419,1569242229419,1569242229418,1569242229418,1569242229419,1569242229418,1569242229422,1569242229418,1569242229418,1569242229417,1569242229419,1569242229418,1569242229422,1569242229418,1569242229422,1569242229421,1569242229422,1569242229419,1569242229421,1569242229421,1569242229421,1569242229421,1569242229421,1569242229421,1569242229420,1569242229418,1569242229421,1569242229421,1569242229420,1569242229420,1569242229420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242236821,1569242236286,1569242235869,1569242236731,1569242236000,1569242235631,1569242236688,1569242236273,1569242235699,1569242236583,1569242236064,1569242235594,1569242236868,1569242236495,1569242235843,1569242236604,1569242236010,1569242235640,1569242236656,1569242236279,1569242235692,1569242236412,1569242235869,1569242235506,1569242236811,1569242236293,1569242235694,1569242236691,1569242236069,1569242235620,1569242236684,1569242236250,1569242235742,1569242236736,1569242236101,1569242235657,1569242236825,1569242236527,1569242235731,1569242236600,1569242236015,1569242235647,1569242236610,1569242236267,1569242235673,1569242236454,1569242235861,1569242235516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,Shares(3, 2, 2, 2, 2),48,00071.813.452,1569242237190,1569242246467,0.00,0.00,1569242237238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242237280,1569242237282,1569242237282,1569242237281,1569242237282,1569242237280,1569242237282,1569242237282,1569242237282,1569242237282,1569242237281,1569242237281,1569242237282,1569242237282,1569242237281,1569242237281,1569242237281,1569242237281,1569242237281,1569242237280,1569242237280,1569242237281,1569242237281,1569242237280,1569242237280,1569242237280,1569242237280,1569242237281,1569242237284,1569242237284,1569242237284,1569242237284,1569242237285,1569242237285,1569242237280,1569242237283,1569242237284,1569242237284,1569242237283,1569242237283,1569242237280,1569242237283,1569242237283,1569242237280,1569242237283,1569242237283,1569242237283,1569242237283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242244686,1569242244221,1569242243570,1569242244618,1569242243903,1569242243513,1569242244573,1569242244149,1569242243590,1569242244547,1569242243959,1569242243485,1569242244915,1569242244392,1569242243641,1569242244498,1569242243865,1569242243498,1569242244520,1569242244171,1569242243564,1569242244301,1569242243750,1569242243467,1569242244690,1569242244202,1569242243564,1569242244619,1569242243888,1569242243517,1569242244615,1569242246441,1569242245925,1569242244699,1569242243944,1569242243515,1569242244727,1569242244357,1569242243646,1569242244482,1569242243910,1569242243492,1569242244528,1569242244214,1569242243549,1569242244286,1569242243761,1569242243443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,Shares(3, 2, 2, 2, 2),48,00071.813.452,1569242246754,1569242255126,0.00,0.00,1569242246800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242246844,1569242246845,1569242246843,1569242246844,1569242246843,1569242246845,1569242246846,1569242246845,1569242246844,1569242246843,1569242246844,1569242246843,1569242246844,1569242246844,1569242246844,1569242246843,1569242246844,1569242246844,1569242246845,1569242246845,1569242246845,1569242246845,1569242246845,1569242246845,1569242246844,1569242246844,1569242246844,1569242246845,1569242246845,1569242246845,1569242246844,1569242246844,1569242246844,1569242246845,1569242246845,1569242246845,1569242246844,1569242246844,1569242246844,1569242246843,1569242246843,1569242246844,1569242246844,1569242246843,1569242246843,1569242246844,1569242246844,1569242246844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242254301,1569242253781,1569242253172,1569242254324,1569242253694,1569242253163,1569242254252,1569242253762,1569242253163,1569242255099,1569242253805,1569242253046,1569242254532,1569242253955,1569242253212,1569242254062,1569242253468,1569242253136,1569242254133,1569242253812,1569242253160,1569242253879,1569242253378,1569242252979,1569242254545,1569242253764,1569242253163,1569242254236,1569242253458,1569242253104,1569242254162,1569242253720,1569242253146,1569242255101,1569242253580,1569242253133,1569242254357,1569242253936,1569242253252,1569242254090,1569242253469,1569242253113,1569242254110,1569242253710,1569242253142,1569242253884,1569242253327,1569242252984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,Shares(3, 2, 2, 2, 2),48,00071.813.452,1569242255507,1569242265157,0.00,0.00,1569242255557,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242255602,1569242255601,1569242255602,1569242255601,1569242255601,1569242255603,1569242255604,1569242255601,1569242255601,1569242255603,1569242255603,1569242255601,1569242255603,1569242255602,1569242255603,1569242255601,1569242255602,1569242255602,1569242255602,1569242255603,1569242255603,1569242255602,1569242255602,1569242255603,1569242255602,1569242255603,1569242255602,1569242255602,1569242255602,1569242255603,1569242255602,1569242255604,1569242255602,1569242255602,1569242255604,1569242255602,1569242255602,1569242255602,1569242255603,1569242255602,1569242255601,1569242255602,1569242255602,1569242255602,1569242255603,1569242255603,1569242255603,1569242255602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242262992,1569242262624,1569242261862,1569242262881,1569242262183,1569242261834,1569242263564,1569242262500,1569242261914,1569242262890,1569242262238,1569242261789,1569242263171,1569242262877,1569242262021,1569242262784,1569242262168,1569242261840,1569242265131,1569242262859,1569242261985,1569242262603,1569242262060,1569242261982,1569242262946,1569242262751,1569242261869,1569242262885,1569242262163,1569242261808,1569242262863,1569242262843,1569242264198,1569242262811,1569242262262,1569242261791,1569242263020,1569242262923,1569242261961,1569242263500,1569242262152,1569242261853,1569242262812,1569242262470,1569242261850,1569242262557,1569242262120,1569242261654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-clique,GraphWCOJ,Shares(3, 2, 2, 2, 2),48,00071.813.452,1569242265487,1569242273295,0.00,0.00,1569242265538,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242265585,1569242265590,1569242265588,1569242265590,1569242265589,1569242265589,1569242265588,1569242265588,1569242265590,1569242265590,1569242265586,1569242265589,1569242265589,1569242265586,1569242265585,1569242265588,1569242265590,1569242265588,1569242265589,1569242265586,1569242265588,1569242265588,1569242265587,1569242265587,1569242265587,1569242265585,1569242265587,1569242265587,1569242265586,1569242265587,1569242265586,1569242265588,1569242265587,1569242265588,1569242265587,1569242265586,1569242265587,1569242265585,1569242265586,1569242265587,1569242265586,1569242265586,1569242265586,1569242265586,1569242265585,1569242265586,1569242265586,1569242265586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569242272985,1569242272560,1569242271865,1569242272917,1569242272219,1569242271806,1569242272879,1569242272446,1569242273007,1569242272807,1569242272249,1569242271752,1569242273091,1569242272661,1569242271977,1569242272796,1569242272382,1569242271800,1569242272794,1569242272486,1569242271848,1569242272598,1569242272011,1569242271668,1569242272950,1569242272529,1569242271865,1569242272885,1569242272120,1569242271780,1569242272881,1569242272476,1569242271855,1569242272785,1569242272191,1569242271747,1569242273004,1569242272634,1569242271906,1569242272759,1569242273269,1569242271815,1569242272762,1569242272414,1569242271820,1569242272585,1569242272115,1569242271666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
