# Dataset: TwitterSnapEgo 1768135 file:////export/scratch2/per/datasets/snap-twitter-ego-combined
# Repetitions: 3
# Batchsize: List(1)
# Git commit: 62292f2a890d08d912ba9817721182e539301f38
# Machine: diamonds3.scilens.private
# Materializing Leapfrogjoins: Enabled (for GraphWCOJ only, WCOJ run without materializing)
# Comment: 
Query,Algorithm,Partitioning,Parallelism,Count,Start,End,Copy,Materialization,AlgoStart,WCOJTime-0,Scheduled-0,AlgoEnd-0
# Materialization time (GraphWCOJ):0.24
5-clique,GraphWCOJ,AllTuples(),1,00071.813.452,1571746359603,1571746468864,0.00,0.00,1571746359742,0.00,1571746359801,1571746468827
5-clique,GraphWCOJ,AllTuples(),1,00071.813.452,1571746469264,1571746573917,0.00,0.00,1571746469323,0.00,1571746469359,1571746573887
5-clique,GraphWCOJ,AllTuples(),1,00071.813.452,1571746574470,1571746679509,0.00,0.00,1571746574527,0.00,1571746574567,1571746679475
5-clique,WCOJ,AllTuples(),1,00071.813.452,1571746679921,1571746914471,0.00,1.03,1571746680595,0.00,1571746691841,1571746914434
5-clique,WCOJ,AllTuples(),1,00071.813.452,1571746914767,1571747131924,0.00,1.57,1571746915085,0.00,1571746926534,1571747131888
5-clique,WCOJ,AllTuples(),1,00071.813.452,1571747132192,1571747362882,0.00,0.91,1571747132557,0.00,1571747144446,1571747362840
