# Dataset: SNB 453030 file:///export/scratch2/per/datasets/snb1
# Repetitions: 10
# Batchsize: List(1)
# Git commit: fc4ebbf6fb16bf633691df168b5ae5fdfb7d914f
# Machine: diamonds3.scilens.private
# Materializing Leapfrogjoins: Enabled (for GraphWCOJ only, WCOJ run without materializing)
# Comment: 
Query,Algorithm,Partitioning,Parallelism,Count,Start,End,Copy,Materialization,AlgoStart,WCOJTime-0,Scheduled-0,AlgoEnd-0
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655305750,1571655334058,0.00,0.34,1571655306523,0.00,1571655312312,1571655333977
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655334738,1571655361616,0.00,0.26,1571655335169,0.00,1571655339429,1571655361555
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655361947,1571655389097,0.00,0.34,1571655362514,0.00,1571655366367,1571655389051
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655389597,1571655415483,0.00,0.26,1571655389902,0.00,1571655393529,1571655415441
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655415916,1571655443799,0.00,0.35,1571655416234,0.00,1571655420455,1571655443766
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655444061,1571655470241,0.00,0.26,1571655444399,0.00,1571655447949,1571655470211
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655470481,1571655496308,0.00,0.26,1571655470817,0.00,1571655474395,1571655496264
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655496595,1571655521124,0.00,0.26,1571655496940,0.00,1571655500016,1571655521098
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655521859,1571655547461,0.00,0.25,1571655522367,0.00,1571655526734,1571655547428
5-clique,WCOJ,AllTuples(),1,000000040.137,1571655548045,1571655574565,0.00,0.26,1571655548310,0.00,1571655551642,1571655574533
