# Dataset: SNB 453030 file:///export/scratch2/per/datasets/snb1
# Repetitions: 10
# Batchsize: List(1)
# Git commit: fc4ebbf6fb16bf633691df168b5ae5fdfb7d914f
# Machine: diamonds3.scilens.private
# Materializing Leapfrogjoins: Enabled (for GraphWCOJ only, WCOJ run without materializing)
# Comment: 
Query,Algorithm,Partitioning,Parallelism,Count,Start,End,Copy,Materialization,AlgoStart,WCOJTime-0,Scheduled-0,AlgoEnd-0
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656220932,1571656240094,0.00,0.39,1571656221798,0.00,1571656227143,1571656240042
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656240858,1571656260246,0.00,0.27,1571656241324,0.00,1571656246066,1571656260213
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656260498,1571656278834,0.00,0.58,1571656260798,0.00,1571656264709,1571656278792
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656279290,1571656295121,0.00,0.26,1571656279624,0.00,1571656282282,1571656295096
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656295509,1571656312518,0.00,0.26,1571656295811,0.00,1571656299361,1571656312493
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656313498,1571656329662,0.00,0.35,1571656313790,0.00,1571656316545,1571656329635
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656330537,1571656345570,0.00,0.26,1571656330804,0.00,1571656333411,1571656345539
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656346169,1571656362395,0.00,0.26,1571656346430,0.00,1571656349046,1571656362371
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656362759,1571656378744,0.00,0.26,1571656363075,0.00,1571656366185,1571656378724
5-clique,WCOJ,AllTuples(),1,000000040.137,1571656379079,1571656395132,0.00,0.26,1571656379334,0.00,1571656382413,1571656395109
